country_name_short,country_name,election_type,election_date,vote_share,seats,seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,previous_parliament_election_id,previous_cabinet_id,party_id
CZE,Czech Republic,parliament,2010-05-29,4.33,0,200,SPOZ,Strana práv občanů – Zemanovci,Party of Civic Rights -- Zemanovci,3.3,68,599,50,157,406
CZE,Czech Republic,parliament,2010-05-29,3.67,0,200,S-JB,Suverenita – blok Jany Bobošíkové,Sovereignty -- Jana Bobosikova Bloc,8.8,68,599,50,157,1613
CZE,Czech Republic,parliament,2010-05-29,2.44,0,200,SZ,Strana zelených,Green Party,4.123,68,599,50,157,196
CZE,Czech Republic,parliament,2010-05-29,4.39,0,200,KDU-CSL,Křesťanská a demokratická unie – Československá strana lidová,Christian Democratic Union -- People's Party,5.8099,68,599,50,157,1245
CZE,Czech Republic,parliament,2010-05-29,1.14,0,200,DSSS,Dělnická strana sociální spravedlnosti,Workers' Party of Social Justice,8.8,68,599,50,157,795
CZE,Czech Republic,parliament,2013-10-25,20.45,50,200,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,3.0463,68,805,599,1062,789
CZE,Czech Republic,parliament,2013-10-25,18.65,47,200,ANO,Akce nespokojených občanů 2011,Action of Dissatisfied Citizens 2011,6.0,68,805,599,1062,2263
CZE,Czech Republic,parliament,2013-10-25,14.91,33,200,KSCM,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,0.7498,68,805,599,1062,1173
CZE,Czech Republic,parliament,2013-10-25,11.99,21,200,TOP09,Tradice Odpovědnost Prosperita 09,Tradition Responsibility Prosperity 09,7.4,68,805,599,1062,2
CZE,Czech Republic,parliament,2013-10-25,7.72,16,200,ODS,Občanská demokratická strana,Civic Democratic Party,7.3637,68,805,599,1062,829
CZE,Czech Republic,parliament,2013-10-25,6.78,14,200,KDU-CSL,Křesťanská a demokratická unie – Československá strana lidová,Christian Democratic Union -- People's Party,5.8099,68,805,599,1062,1245
CZE,Czech Republic,parliament,2013-10-25,6.88,14,200,UPD,Úsvit přímé demokracie,Dawn of Direct Democracy,7.4,68,805,599,1062,2262
CZE,Czech Republic,parliament,2013-10-25,,5,200,STAN,Starostové a nezávislí,Mayors and Independents,6.0,68,805,599,1062,2024
CZE,Czech Republic,parliament,2013-10-25,2.46,0,200,SSO,Strana svobodných občanů,Party of Free Citizens,8.8,68,805,599,1062,363
CZE,Czech Republic,parliament,2013-10-25,2.66,0,200,Pi,Ceska piratska strana,Czech Pirate Party,,68,805,599,1062,2261
CZE,Czech Republic,parliament,2013-10-25,1.51,0,200,SPOZ,Strana práv občanů – Zemanovci,Party of Civic Rights -- Zemanovci,3.3,68,805,599,1062,406
CZE,Czech Republic,parliament,2013-10-25,3.19,0,200,SZ,Strana zelených,Green Party,4.123,68,805,599,1062,196
CZE,Czech Republic,ep,2014-05-24,16.13,4,21,ANO,Akce nespokojených občanů 2011,Action of Dissatisfied Citizens 2011,6.0,68,820,805,1072,2263
CZE,Czech Republic,ep,2014-05-24,15.95,4,21,TOP09,Tradice Odpovědnost Prosperita 09,Tradition Responsibility Prosperity 09,7.4,68,820,805,1072,2
CZE,Czech Republic,ep,2014-05-24,14.17,4,21,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,3.0463,68,820,805,1072,789
CZE,Czech Republic,ep,2014-05-24,10.98,3,21,KSCM,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,0.7498,68,820,805,1072,1173
CZE,Czech Republic,ep,2014-05-24,9.95,3,21,KDU-CSL,Křesťanská a demokratická unie – Československá strana lidová,Christian Democratic Union -- People's Party,5.8099,68,820,805,1072,1245
CZE,Czech Republic,ep,2014-05-24,7.67,2,21,ODS,Občanská demokratická strana,Civic Democratic Party,7.3637,68,820,805,1072,829
CZE,Czech Republic,ep,2014-05-24,5.24,1,21,SSO,Strana svobodných občanů,Party of Free Citizens,8.8,68,820,805,1072,363
CZE,Czech Republic,ep,2014-05-24,4.78,0,21,Pi,Ceska piratska strana,Czech Pirate Party,,68,820,805,1072,2261
CZE,Czech Republic,ep,2014-05-24,3.77,0,21,SZ,Strana zelených,Green Party,4.123,68,820,805,1072,196
CZE,Czech Republic,ep,2014-05-24,3.12,0,21,UPD,Úsvit přímé demokracie,Dawn of Direct Democracy,7.4,68,820,805,1072,2262
CZE,Czech Republic,ep,2014-05-24,1.63,0,21,S-JB,Suverenita – blok Jany Bobošíkové,Sovereignty -- Jana Bobosikova Bloc,8.8,68,820,805,1072,1613
CZE,Czech Republic,parliament,2017-10-21,29.64,78,200,ANO,Akce nespokojených občanů 2011,Action of Dissatisfied Citizens 2011,6.0,68,1020,805,1072,2263
CZE,Czech Republic,parliament,2017-10-21,11.32,25,200,ODS,Občanská demokratická strana,Civic Democratic Party,7.3637,68,1020,805,1072,829
CZE,Czech Republic,parliament,2017-10-21,10.79,22,200,Pi,Ceska piratska strana,Czech Pirate Party,,68,1020,805,1072,2261
CZE,Czech Republic,parliament,2017-10-21,10.64,22,200,SPD,Svoboda a přímá demokracie ,Freedom and Direct Democracy ,8.8,68,1020,805,1072,2654
CZE,Czech Republic,parliament,2017-10-21,7.27,15,200,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,3.0463,68,1020,805,1072,789
CZE,Czech Republic,parliament,2017-10-21,7.76,15,200,KSCM,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,0.7498,68,1020,805,1072,1173
CZE,Czech Republic,parliament,2017-10-21,5.8,10,200,KDU-CSL,Křesťanská a demokratická unie – Československá strana lidová,Christian Democratic Union -- People's Party,5.8099,68,1020,805,1072,1245
CZE,Czech Republic,parliament,2017-10-21,5.31,7,200,TOP09,Tradice Odpovědnost Prosperita 09,Tradition Responsibility Prosperity 09,7.4,68,1020,805,1072,2
CZE,Czech Republic,parliament,2017-10-21,5.18,6,200,STAN,Starostové a nezávislí,Mayors and Independents,6.0,68,1020,805,1072,2024
CZE,Czech Republic,parliament,2017-10-21,1.46,0,200,SZ,Strana zelených,Green Party,4.123,68,1020,805,1072,196
CZE,Czech Republic,parliament,2017-10-21,1.56,0,200,SSO,Strana svobodných občanů,Party of Free Citizens,8.8,68,1020,805,1072,363
CZE,Czech Republic,ep,2019-05-25,21.18,6,21,ANO,Akce nespokojených občanů 2011,Action of Dissatisfied Citizens 2011,6.0,68,1057,1020,1534,2263
CZE,Czech Republic,ep,2019-05-25,14.54,4,21,ODS,Občanská demokratická strana,Civic Democratic Party,7.3637,68,1057,1020,1534,829
CZE,Czech Republic,ep,2019-05-25,13.95,3,21,Pi,Ceska piratska strana,Czech Pirate Party,,68,1057,1020,1534,2261
CZE,Czech Republic,ep,2019-05-25,11.65,3,21,TOP09,Tradice Odpovědnost Prosperita 09,Tradition Responsibility Prosperity 09,7.4,68,1057,1020,1534,2
CZE,Czech Republic,ep,2019-05-25,9.14,2,21,SPD,Svoboda a přímá demokracie ,Freedom and Direct Democracy ,8.8,68,1057,1020,1534,2654
CZE,Czech Republic,ep,2019-05-25,7.24,2,21,KDU-CSL,Křesťanská a demokratická unie – Československá strana lidová,Christian Democratic Union -- People's Party,5.8099,68,1057,1020,1534,1245
CZE,Czech Republic,ep,2019-05-25,6.94,1,21,KSCM,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,0.7498,68,1057,1020,1534,1173
CZE,Czech Republic,ep,2019-05-25,3.95,0,21,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,3.0463,68,1057,1020,1534,789
CZE,Czech Republic,ep,2019-05-25,2.38,0,21,H,Hlas,Voice,6.0,68,1057,1020,1534,2739
CZE,Czech Republic,ep,2019-05-25,1.56,0,21,ANO-VE,"ANO, vytrollíme europarlament","Yes, We Will Troll the Euro-Parliament",,68,1057,1020,1534,2779
CZE,Czech Republic,parliament,2021-10-09,27.13,72,200,ANO,Akce nespokojených občanů 2011,Action of Dissatisfied Citizens 2011,6.0,68,1099,1020,1534,2263
CZE,Czech Republic,parliament,2021-10-09,27.79,71,200,ODS,Občanská demokratická strana,Civic Democratic Party,7.3637,68,1099,1020,1534,829
CZE,Czech Republic,parliament,2021-10-09,15.62,37,200,STAN,Starostové a nezávislí,Mayors and Independents,6.0,68,1099,1020,1534,2024
CZE,Czech Republic,parliament,2021-10-09,9.56,20,200,SPD,Svoboda a přímá demokracie ,Freedom and Direct Democracy ,8.8,68,1099,1020,1534,2654
CZE,Czech Republic,parliament,2021-10-09,4.66,0,200,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,3.0463,68,1099,1020,1534,789
CZE,Czech Republic,parliament,2021-10-09,3.61,0,200,KSCM,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,0.7498,68,1099,1020,1534,1173
CZE,Czech Republic,parliament,2021-10-09,4.68,0,200,P,Přísaha,Oath,,68,1099,1020,1534,2831
CZE,Czech Republic,parliament,2021-10-09,1.33,0,200,VB,Volný blok,Free Bloc,8.8,68,1099,1020,1534,2854
CZE,Czech Republic,parliament,2021-10-09,2.76,0,200,Tri,Trikolóra,Tricolour Citizens' Movement,8.8,68,1099,1020,1534,2832
CZE,Czech Republic,parliament,2021-10-09,0.99,0,200,SZ,Strana zelených,Green Party,4.123,68,1099,1020,1534,196
DEU,Germany,parliament,1919-01-19,37.87,165,423,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,3.6451,54,1031,,,558
DEU,Germany,parliament,1919-01-19,18.32,74,423,DDP,Deutsche Demokratische Partei,German Democratic Party,6.0,54,1031,,,2691
DEU,Germany,parliament,1919-01-19,15.45,73,423,DZ,Deutsche Zentrumspartei,Centre Party,6.2,54,1031,,,137
DEU,Germany,parliament,1919-01-19,10.26,41,423,DNVP,Deutschnationale Volkspartei,German National People's Party,8.8,54,1031,,,2692
DEU,Germany,parliament,1919-01-19,4.66,23,423,DVP,Deutsche Volkspartei,German People's Party,7.4,54,1031,,,2693
DEU,Germany,parliament,1919-01-19,7.63,22,423,USPD,Unabhängige Sozialdemokratische Partei Deutschlands,Independent Social Democratic Party of Germany,1.3,54,1031,,,2690
DEU,Germany,parliament,1919-01-19,3.77,16,423,BVP,Bayerische Volkspartei,Bavarian People's Party,6.2,54,1031,,,2697
DEU,Germany,parliament,1919-01-19,0.9,4,423,BBB,Bayerischer Bauernbund,Bavarian Peasants' League,6.0,54,1031,,,2701
DEU,Germany,parliament,1919-01-19,0.7,3,423,DHP,Deutsch-Hannoversche Partei,German-Hanoverian Party,7.4,54,1031,,,2696
DEU,Germany,parliament,1919-01-19,0.38,2,423,one-seat,one seat,one seat,,54,1031,,,2289
DEU,Germany,parliament,1920-06-06,21.58,113,466,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,3.6451,54,1033,1031,1559,558
DEU,Germany,parliament,1920-06-06,18.81,81,466,USPD,Unabhängige Sozialdemokratische Partei Deutschlands,Independent Social Democratic Party of Germany,1.3,54,1033,1031,1559,2690
DEU,Germany,parliament,1920-06-06,13.61,67,466,DZ,Deutsche Zentrumspartei,Centre Party,6.2,54,1033,1031,1559,137
DEU,Germany,parliament,1920-06-06,13.87,62,466,DVP,Deutsche Volkspartei,German People's Party,7.4,54,1033,1031,1559,2693
DEU,Germany,parliament,1920-06-06,12.94,60,466,DNVP,Deutschnationale Volkspartei,German National People's Party,8.8,54,1033,1031,1559,2692
DEU,Germany,parliament,1920-06-06,8.46,44,466,DDP,Deutsche Demokratische Partei,German Democratic Party,6.0,54,1033,1031,1559,2691
DEU,Germany,parliament,1920-06-06,4.51,20,466,BVP,Bayerische Volkspartei,Bavarian People's Party,6.2,54,1033,1031,1559,2697
DEU,Germany,parliament,1920-06-06,1.23,5,466,DHP,Deutsch-Hannoversche Partei,German-Hanoverian Party,7.4,54,1033,1031,1559,2696
DEU,Germany,parliament,1920-06-06,0.84,4,466,BBB,Bayerischer Bauernbund,Bavarian Peasants' League,6.0,54,1033,1031,1559,2701
DEU,Germany,parliament,1920-06-06,0.69,3,466,BWB,Bauern- und Weingärtnerbund,Farmers and Wine Growers Association,5.3,54,1033,1031,1559,2703
DEU,Germany,parliament,1920-06-06,0.63,3,466,LBT,Landbund Thüringen,Rural Federation Thuringia,5.3,54,1033,1031,1559,2704
DEU,Germany,parliament,1920-06-06,1.7,2,466,KPD,Kommunistische Partei Deutschlands,Communist Party of Germany,0.957,54,1033,1031,1559,649
DEU,Germany,parliament,1920-06-06,0.25,2,466,one-seat,one seat,one seat,,54,1033,1031,1559,2289
DEU,Germany,parliament,1924-05-04,20.45,100,472,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,3.6451,54,1034,1033,1569,558
DEU,Germany,parliament,1924-05-04,19.45,95,472,DNVP,Deutschnationale Volkspartei,German National People's Party,8.8,54,1034,1033,1569,2692
DEU,Germany,parliament,1924-05-04,13.32,65,472,DZ,Deutsche Zentrumspartei,Centre Party,6.2,54,1034,1033,1569,137
DEU,Germany,parliament,1924-05-04,12.57,62,472,KPD,Kommunistische Partei Deutschlands,Communist Party of Germany,0.957,54,1034,1033,1569,649
DEU,Germany,parliament,1924-05-04,9.17,45,472,DVP,Deutsche Volkspartei,German People's Party,7.4,54,1034,1033,1569,2693
DEU,Germany,parliament,1924-05-04,6.53,32,472,NSDAP,Nationalsozialistische Deutsche Arbeiterpartei,National Socialist German Workers' Party,8.8,54,1034,1033,1569,2695
DEU,Germany,parliament,1924-05-04,5.63,28,472,DDP,Deutsche Demokratische Partei,German Democratic Party,6.0,54,1034,1033,1569,2691
DEU,Germany,parliament,1924-05-04,3.22,16,472,BVP,Bayerische Volkspartei,Bavarian People's Party,6.2,54,1034,1033,1569,2697
DEU,Germany,parliament,1924-05-04,1.69,7,472,WP,Wirtschaftspartei,Economic Party,7.4,54,1034,1033,1569,2698
DEU,Germany,parliament,1924-05-04,1.06,5,472,DHP,Deutsch-Hannoversche Partei,German-Hanoverian Party,7.4,54,1034,1033,1569,2696
DEU,Germany,parliament,1924-05-04,1.15,4,472,DSP,Deutschsoziale Partei,German Social Party,8.8,54,1034,1033,1569,2705
DEU,Germany,parliament,1924-05-04,0.81,4,472,BWB,Bauern- und Weingärtnerbund,Farmers and Wine Growers Association,5.3,54,1034,1033,1569,2703
DEU,Germany,parliament,1924-05-04,0.58,3,472,BBB,Bayerischer Bauernbund,Bavarian Peasants' League,6.0,54,1034,1033,1569,2701
DEU,Germany,parliament,1924-05-04,0.49,2,472,LBT,Landbund Thüringen,Rural Federation Thuringia,5.3,54,1034,1033,1569,2704
DEU,Germany,parliament,1924-05-04,0.3,2,472,HBB,Hessischer Bauernbund,Hessian Farmers' Federation,5.3,54,1034,1033,1569,2706
DEU,Germany,parliament,1924-05-04,0.11,1,472,one-seat,one seat,one seat,,54,1034,1033,1569,2289
DEU,Germany,parliament,1924-05-04,0.24,1,472,BLB,Badischer Landbund,Baden Rural Federation,5.3,54,1034,1033,1569,2707
DEU,Germany,parliament,1924-12-07,26.02,131,493,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,3.6451,54,1035,1034,1570,558
DEU,Germany,parliament,1924-12-07,20.48,103,493,DNVP,Deutschnationale Volkspartei,German National People's Party,8.8,54,1035,1034,1570,2692
DEU,Germany,parliament,1924-12-07,13.51,69,493,DZ,Deutsche Zentrumspartei,Centre Party,6.2,54,1035,1034,1570,137
DEU,Germany,parliament,1924-12-07,10.07,51,493,DVP,Deutsche Volkspartei,German People's Party,7.4,54,1035,1034,1570,2693
DEU,Germany,parliament,1924-12-07,8.95,45,493,KPD,Kommunistische Partei Deutschlands,Communist Party of Germany,0.957,54,1035,1034,1570,649
DEU,Germany,parliament,1924-12-07,6.34,32,493,DDP,Deutsche Demokratische Partei,German Democratic Party,6.0,54,1035,1034,1570,2691
DEU,Germany,parliament,1924-12-07,3.74,19,493,BVP,Bayerische Volkspartei,Bavarian People's Party,6.2,54,1035,1034,1570,2697
DEU,Germany,parliament,1924-12-07,3.0,14,493,NSDAP,Nationalsozialistische Deutsche Arbeiterpartei,National Socialist German Workers' Party,8.8,54,1035,1034,1570,2695
DEU,Germany,parliament,1924-12-07,2.29,12,493,WP,Wirtschaftspartei,Economic Party,7.4,54,1035,1034,1570,2698
DEU,Germany,parliament,1924-12-07,0.98,5,493,BBB,Bayerischer Bauernbund,Bavarian Peasants' League,6.0,54,1035,1034,1570,2701
DEU,Germany,parliament,1924-12-07,0.7,4,493,BWB,Bauern- und Weingärtnerbund,Farmers and Wine Growers Association,5.3,54,1035,1034,1570,2703
DEU,Germany,parliament,1924-12-07,0.86,4,493,DHP,Deutsch-Hannoversche Partei,German-Hanoverian Party,7.4,54,1035,1034,1570,2696
DEU,Germany,parliament,1924-12-07,0.45,2,493,LBT,Landbund Thüringen,Rural Federation Thuringia,5.3,54,1035,1034,1570,2704
DEU,Germany,parliament,1924-12-07,0.26,1,493,HBB,Hessischer Bauernbund,Hessian Farmers' Federation,5.3,54,1035,1034,1570,2706
DEU,Germany,parliament,1924-12-07,0.19,1,493,BLB,Badischer Landbund,Baden Rural Federation,5.3,54,1035,1034,1570,2707
DEU,Germany,parliament,1928-05-20,29.76,153,491,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,3.6451,54,1036,1035,1575,558
DEU,Germany,parliament,1928-05-20,14.25,73,491,DNVP,Deutschnationale Volkspartei,German National People's Party,8.8,54,1036,1035,1575,2692
DEU,Germany,parliament,1928-05-20,11.88,61,491,DZ,Deutsche Zentrumspartei,Centre Party,6.2,54,1036,1035,1575,137
DEU,Germany,parliament,1928-05-20,10.62,54,491,KPD,Kommunistische Partei Deutschlands,Communist Party of Germany,0.957,54,1036,1035,1575,649
DEU,Germany,parliament,1928-05-20,8.71,45,491,DVP,Deutsche Volkspartei,German People's Party,7.4,54,1036,1035,1575,2693
DEU,Germany,parliament,1928-05-20,4.81,25,491,DDP,Deutsche Demokratische Partei,German Democratic Party,6.0,54,1036,1035,1575,2691
DEU,Germany,parliament,1928-05-20,4.51,23,491,WP,Wirtschaftspartei,Economic Party,7.4,54,1036,1035,1575,2698
DEU,Germany,parliament,1928-05-20,3.27,17,491,BVP,Bayerische Volkspartei,Bavarian People's Party,6.2,54,1036,1035,1575,2697
DEU,Germany,parliament,1928-05-20,2.63,12,491,NSDAP,Nationalsozialistische Deutsche Arbeiterpartei,National Socialist German Workers' Party,8.8,54,1036,1035,1575,2695
DEU,Germany,parliament,1928-05-20,1.86,9,491,CNBL,Christlich-Nationale Bauern- und Landvolkpartei,Christian-National Peasants' and Farmers' Party,6.2,54,1036,1035,1575,2709
DEU,Germany,parliament,1928-05-20,1.18,7,491,BBB,Bayerischer Bauernbund,Bavarian Peasants' League,6.0,54,1036,1035,1575,2701
DEU,Germany,parliament,1928-05-20,0.64,4,491,DHP,Deutsch-Hannoversche Partei,German-Hanoverian Party,7.4,54,1036,1035,1575,2696
DEU,Germany,parliament,1928-05-20,0.65,3,491,BWB,Bauern- und Weingärtnerbund,Farmers and Wine Growers Association,5.3,54,1036,1035,1575,2703
DEU,Germany,parliament,1928-05-20,0.42,2,491,SLV,Sächsisches Landvolk,Saxon Peasants,5.3,54,1036,1035,1575,2708
DEU,Germany,parliament,1928-05-20,1.57,2,491,VRP,Reichspartei für Volksrecht und Aufwertung,Reich Party for Civil Rights and Deflation,,54,1036,1035,1575,2710
DEU,Germany,parliament,1928-05-20,0.39,1,491,DBP,Deutsche Bauernpartei,German Farmers' Party,5.3,54,1036,1035,1575,2712
DEU,Germany,parliament,1930-09-14,24.53,143,577,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,3.6451,54,1037,1036,1581,558
DEU,Germany,parliament,1930-09-14,18.25,107,577,NSDAP,Nationalsozialistische Deutsche Arbeiterpartei,National Socialist German Workers' Party,8.8,54,1037,1036,1581,2695
DEU,Germany,parliament,1930-09-14,13.13,77,577,KPD,Kommunistische Partei Deutschlands,Communist Party of Germany,0.957,54,1037,1036,1581,649
DEU,Germany,parliament,1930-09-14,11.63,68,577,DZ,Deutsche Zentrumspartei,Centre Party,6.2,54,1037,1036,1581,137
DEU,Germany,parliament,1930-09-14,7.03,41,577,DNVP,Deutschnationale Volkspartei,German National People's Party,8.8,54,1037,1036,1581,2692
DEU,Germany,parliament,1930-09-14,4.86,30,577,DVP,Deutsche Volkspartei,German People's Party,7.4,54,1037,1036,1581,2693
DEU,Germany,parliament,1930-09-14,3.9,23,577,WP,Wirtschaftspartei,Economic Party,7.4,54,1037,1036,1581,2698
DEU,Germany,parliament,1930-09-14,3.44,20,577,DDP,Deutsche Demokratische Partei,German Democratic Party,6.0,54,1037,1036,1581,2691
DEU,Germany,parliament,1930-09-14,3.2,19,577,BVP,Bayerische Volkspartei,Bavarian People's Party,6.2,54,1037,1036,1581,2697
DEU,Germany,parliament,1930-09-14,2.82,19,577,CNBL,Christlich-Nationale Bauern- und Landvolkpartei,Christian-National Peasants' and Farmers' Party,6.2,54,1037,1036,1581,2709
DEU,Germany,parliament,1930-09-14,2.48,14,577,CSVD,Christlich-Sozialer Volksdienst,Christian Social People's Service,6.2,54,1037,1036,1581,2700
DEU,Germany,parliament,1930-09-14,0.81,5,577,BBB,Bayerischer Bauernbund,Bavarian Peasants' League,6.0,54,1037,1036,1581,2701
DEU,Germany,parliament,1930-09-14,0.83,4,577,KVP,Konservative Volkspartei,Conservative Peoples' Party,7.4,54,1037,1036,1581,2711
DEU,Germany,parliament,1930-09-14,0.52,3,577,BWB,Bauern- und Weingärtnerbund,Farmers and Wine Growers Association,5.3,54,1037,1036,1581,2703
DEU,Germany,parliament,1930-09-14,0.48,3,577,DHP,Deutsch-Hannoversche Partei,German-Hanoverian Party,7.4,54,1037,1036,1581,2696
DEU,Germany,parliament,1930-09-14,0.16,1,577,DBP,Deutsche Bauernpartei,German Farmers' Party,5.3,54,1037,1036,1581,2712
DEU,Germany,parliament,1932-07-31,37.27,230,608,NSDAP,Nationalsozialistische Deutsche Arbeiterpartei,National Socialist German Workers' Party,8.8,54,1038,1037,1579,2695
DEU,Germany,parliament,1932-07-31,21.58,133,608,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,3.6451,54,1038,1037,1579,558
DEU,Germany,parliament,1932-07-31,14.32,89,608,KPD,Kommunistische Partei Deutschlands,Communist Party of Germany,0.957,54,1038,1037,1579,649
DEU,Germany,parliament,1932-07-31,12.28,75,608,DZ,Deutsche Zentrumspartei,Centre Party,6.2,54,1038,1037,1579,137
DEU,Germany,parliament,1932-07-31,5.9,37,608,DNVP,Deutschnationale Volkspartei,German National People's Party,8.8,54,1038,1037,1579,2692
DEU,Germany,parliament,1932-07-31,3.4,22,608,BVP,Bayerische Volkspartei,Bavarian People's Party,6.2,54,1038,1037,1579,2697
DEU,Germany,parliament,1932-07-31,1.18,7,608,DVP,Deutsche Volkspartei,German People's Party,7.4,54,1038,1037,1579,2693
DEU,Germany,parliament,1932-07-31,1.01,4,608,DDP,Deutsche Demokratische Partei,German Democratic Party,6.0,54,1038,1037,1579,2691
DEU,Germany,parliament,1932-07-31,0.99,3,608,CSVD,Christlich-Sozialer Volksdienst,Christian Social People's Service,6.2,54,1038,1037,1579,2700
DEU,Germany,parliament,1932-07-31,0.36,2,608,BBB,Bayerischer Bauernbund,Bavarian Peasants' League,6.0,54,1038,1037,1579,2701
DEU,Germany,parliament,1932-07-31,0.26,2,608,BWB,Bauern- und Weingärtnerbund,Farmers and Wine Growers Association,5.3,54,1038,1037,1579,2703
DEU,Germany,parliament,1932-07-31,0.4,2,608,WP,Wirtschaftspartei,Economic Party,7.4,54,1038,1037,1579,2698
DEU,Germany,parliament,1932-07-31,0.15,1,608,LBT,Landbund Thüringen,Rural Federation Thuringia,5.3,54,1038,1037,1579,2704
DEU,Germany,parliament,1932-07-31,0.11,1,608,VRP,Reichspartei für Volksrecht und Aufwertung,Reich Party for Civil Rights and Deflation,,54,1038,1037,1579,2710
DEU,Germany,parliament,1932-11-06,33.09,196,584,NSDAP,Nationalsozialistische Deutsche Arbeiterpartei,National Socialist German Workers' Party,8.8,54,1039,1038,1580,2695
DEU,Germany,parliament,1932-11-06,20.43,121,584,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,3.6451,54,1039,1038,1580,558
DEU,Germany,parliament,1932-11-06,16.86,100,584,KPD,Kommunistische Partei Deutschlands,Communist Party of Germany,0.957,54,1039,1038,1580,649
DEU,Germany,parliament,1932-11-06,11.76,70,584,DZ,Deutsche Zentrumspartei,Centre Party,6.2,54,1039,1038,1580,137
DEU,Germany,parliament,1932-11-06,8.34,51,584,DNVP,Deutschnationale Volkspartei,German National People's Party,8.8,54,1039,1038,1580,2692
DEU,Germany,parliament,1932-11-06,3.26,20,584,BVP,Bayerische Volkspartei,Bavarian People's Party,6.2,54,1039,1038,1580,2697
DEU,Germany,parliament,1932-11-06,1.86,11,584,DVP,Deutsche Volkspartei,German People's Party,7.4,54,1039,1038,1580,2693
DEU,Germany,parliament,1932-11-06,1.14,5,584,CSVD,Christlich-Sozialer Volksdienst,Christian Social People's Service,6.2,54,1039,1038,1580,2700
DEU,Germany,parliament,1932-11-06,0.4,3,584,BBB,Bayerischer Bauernbund,Bavarian Peasants' League,6.0,54,1039,1038,1580,2701
DEU,Germany,parliament,1932-11-06,0.95,2,584,DDP,Deutsche Demokratische Partei,German Democratic Party,6.0,54,1039,1038,1580,2691
DEU,Germany,parliament,1932-11-06,0.3,2,584,BWB,Bauern- und Weingärtnerbund,Farmers and Wine Growers Association,5.3,54,1039,1038,1580,2703
DEU,Germany,parliament,1932-11-06,0.18,1,584,DHP,Deutsch-Hannoversche Partei,German-Hanoverian Party,7.4,54,1039,1038,1580,2696
DEU,Germany,parliament,1932-11-06,0.31,1,584,WP,Wirtschaftspartei,Economic Party,7.4,54,1039,1038,1580,2698
DEU,Germany,parliament,1932-11-06,0.17,1,584,LBT,Landbund Thüringen,Rural Federation Thuringia,5.3,54,1039,1038,1580,2704
DEU,Germany,parliament,1933-03-05,43.91,288,647,NSDAP,Nationalsozialistische Deutsche Arbeiterpartei,National Socialist German Workers' Party,8.8,54,1040,1039,1578,2695
DEU,Germany,parliament,1933-03-05,18.25,120,647,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,3.6451,54,1040,1039,1578,558
DEU,Germany,parliament,1933-03-05,12.32,81,647,KPD,Kommunistische Partei Deutschlands,Communist Party of Germany,0.957,54,1040,1039,1578,649
DEU,Germany,parliament,1933-03-05,11.09,73,647,DZ,Deutsche Zentrumspartei,Centre Party,6.2,54,1040,1039,1578,137
DEU,Germany,parliament,1933-03-05,7.97,52,647,DNVP,Deutschnationale Volkspartei,German National People's Party,8.8,54,1040,1039,1578,2692
DEU,Germany,parliament,1933-03-05,2.88,19,647,BVP,Bayerische Volkspartei,Bavarian People's Party,6.2,54,1040,1039,1578,2697
DEU,Germany,parliament,1933-03-05,0.85,5,647,DDP,Deutsche Demokratische Partei,German Democratic Party,6.0,54,1040,1039,1578,2691
DEU,Germany,parliament,1933-03-05,0.98,4,647,CSVD,Christlich-Sozialer Volksdienst,Christian Social People's Service,6.2,54,1040,1039,1578,2700
DEU,Germany,parliament,1933-03-05,1.1,2,647,DVP,Deutsche Volkspartei,German People's Party,7.4,54,1040,1039,1578,2693
DEU,Germany,parliament,1933-03-05,0.26,2,647,BBB,Bayerischer Bauernbund,Bavarian Peasants' League,6.0,54,1040,1039,1578,2701
DEU,Germany,parliament,1933-03-05,0.21,1,647,BWB,Bauern- und Weingärtnerbund,Farmers and Wine Growers Association,5.3,54,1040,1039,1578,2703
DEU,Germany,parliament,1949-08-14,29.2,131,402,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,3.6451,54,581,1040,1578,558
