country_name_short,country_name,party_name_short,party_name_english,party_name,party_name_ascii,family_name_short,family_name,left_right,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,country_id,party_id,family_id
IRL,Ireland,I-PC,Independent -- Pat Cox,Independent – Pat Cox,Independent -- Pat Cox,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,37,2328,6
IRL,Ireland,I-TJM,Independent -- Thomas (TJ) Maher,Independent – Thomas (TJ) Maher,Independent -- Thomas (TJ) Maher,none,no family,,,,,,,,,,,,,37,2327,12
IRL,Ireland,IA,Independent Alliance,Independent Alliance,Independent Alliance,none,no family,,,,,,,,,,,,,37,2622,12
IRL,Ireland,IC,Independents 4 Change,Independents 4 Change,Independents 4 Change,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,37,2621,14
IRL,Ireland,IFF,Independent Fianna Fail,Independent Fianna Fáil,Independent Fianna Fail,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,37,2326,26
IRL,Ireland,IWL,Irish Worker League,Irish Worker League,Irish Worker League,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,37,2526,14
IRL,Ireland,Lab,Labour Party,Labour Party,Labour Party,soc,Social democracy,3.6252,3.353,3.1071,7.1292,53320,170,1372320,902,1902,703,6347,703,37,318,11
IRL,Ireland,Lib,Libertas Ireland,Libertas Ireland,Libertas Ireland,con,Conservative,7.4,6.4,7.0,7.9,,171,1372001,,,,,,37,1199,26
IRL,Ireland,NCP,National Centre Party,National Centre Party,National Centre Party,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,37,2442,26
IRL,Ireland,NL,National Labour Party,National Labour Party,National Labour Party,soc,Social democracy,3.3,3.5,3.5,8.1,,,,,,,,,37,156,11
IRL,Ireland,NLP,National League Party,National League Party,National League Party,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,37,2443,26
IRL,Ireland,NP,National Party,National Party,National Party,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,37,2218,26
IRL,Ireland,NPD,National Progressive Democrats,National Progressive Democrats – Daonlathaithe Forchéimnitheacha Náisiúnta,National Progressive Democrats -- Daonlathaithe Forcheimnitheacha Naisiunta,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,37,523,14
IRL,Ireland,PBPA,People Before Profit Alliance,People Before Profit Alliance,People Before Profit Alliance,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,37,1804,14
IRL,Ireland,PD,Progressive Democrats,Progressive Democrats,Progressive Democrats,lib,Liberal,8.0109,8.3901,3.7011,8.4528,53420,,,,1905,706,6367,706,37,651,6
IRL,Ireland,RI,Renua Ireland,Renua Ireland,Renua Ireland,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,37,2620,26
IRL,Ireland,SF,Sinn Fein,Sinn Féin,Sinn Fein,com,Communist/Socialist,2.7935,2.0316,4.5005,3.3,53951,172,1372951,,,,6387,,37,2217,14
IRL,Ireland,SFWP,Sinn Fein The Workers' Party,Sinn Féin The Workers' Party,Sinn Fein The Workers' Party,com,Communist/Socialist,1.3,1.4,3.0,3.3,53951,,,,,,,,37,433,14
IRL,Ireland,SP,Socialist Party,Socialist Party,Socialist Party,com,Communist/Socialist,1.3,1.4,3.0,3.3,,173,,,,,,708,37,1014,14
IRL,Ireland,no-seat,no seat,no seat,no-seat,none,no family,,,,,,,,,,,,,37,2216,12
IRL,Ireland,none,no party affiliation,no party affiliation,no party affiliation,none,no family,,,,,,,1372000,,,,,,37,30,12
IRL,Ireland,one-seat,one seat,one seat,one seat,none,no family,,,,,,,,,,,,,37,2298,12
ISL,Iceland,A,Social Democratic Party,Alþýðuflokkurinn,Althyduflokkurinn,soc,Social democracy,4.4444,3.5,3.5,,15320,,,,1704,,,,56,228,11
ISL,Iceland,Ab,People's Alliance,Alþýðubandalagið,Althydubandalagid,com,Communist/Socialist,2.2222,1.4,3.0,,15220,,,,1702,,,,56,1360,14
ISL,Iceland,B-H,Civic Movement -- The Movement,Borgarahreyfingin – Hreyfingin,Borgarahreyfingin -- Hreyfingin,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,56,587,6
ISL,Iceland,BF,Bright Future,Björt framtíð,Bjort framtid,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,56,2204,6
ISL,Iceland,BJ,Alliance of Social Democrats ,Bandalag jafnaðarmanna,Bandalag jafnadarmanna,soc,Social democracy,3.3,3.5,3.5,,15321,,,,,,,,56,988,11
ISL,Iceland,Ba,Farmers' Party,Bændaflokkur,Bndaflokkur,agr,Agrarian,5.3,4.9,6.5,,,,,,,,,,56,2439,2
ISL,Iceland,Bf-87,Citizens' Party -- 1987,Borgaraflokkurinn – 1987,Borgaraflokkurinn -- 1987,con,Conservative,7.4,6.4,7.0,,15621,,,,,,,,56,828,26
ISL,Iceland,Dawn,"Dawn -- Organization of justice, fairness and democracy","Dögun – stjórnmálasamtök um réttlæti, sanngirni og lýðræði","Dogun -- stjornmalasamtok um rettlaeti, sanngirni og lydraedi",spec,Special issue,,,,,,,,,,,,,56,2206,16
ISL,Iceland,F,Progressive Party,Framsóknarflokkurinn,Framsoknarflokkurinn,agr,Agrarian,5.0365,5.6579,3.8596,,15810,,,,1703,,6203,,56,1455,2
ISL,Iceland,FF,Liberal Party ,Frjálslyndi flokkurinn,Frjlslyndi flokkurinn,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,56,2441,6
ISL,Iceland,FH,Households Party,Flokkur Heimilanna,Flokkur Heimilanna,spec,Special issue,,,,,,,,,,,,,56,2207,16
ISL,Iceland,FM,Humanist Party,Flokkur mannsins,Flokkur mannsins,com,Communist/Socialist,1.3,1.4,3.0,,,,,,,,,,56,2598,14
ISL,Iceland,Fb,Candidature Party,Framboðsflokkurinn,Frambodsflokkurinn,spec,Special issue,,,,,,,,,,,,,56,2111,16
ISL,Iceland,Ff,Liberal Party,Frjálslyndi flokkurinn,Frjalslyndi flokkurinn,lib,Liberal,6.2201,5.5981,3.0,,15420,,,,,,6231,,56,506,6
ISL,Iceland,FlF,People's Party,Flokkur fólksins,Flokkur folksins,com,Communist/Socialist,1.3,1.4,3.0,,,,,,,,,,56,2632,14
ISL,Iceland,Fr,Liberals,Frjálslyndir,Frjalslyndir,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,56,2114,6
ISL,Iceland,Graen,Left-Green Movement,Vinstrihreyfingin – grænt framboð,Vinstrihreyfingin -- graent frambod,eco,Green/Ecologist,1.1842,1.4474,1.6667,,15111,,,,,,6273,,56,210,19
ISL,Iceland,HG,RIght-Green People's Party,Hægri Grænir flokkur fólksins,Haegri Graenir flokkur folksins,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,56,2209,6
ISL,Iceland,He,Home Rule Party ,Heimastjórnarflokkurinn,Heimastjrnarflokkurinn,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,56,2440,6
ISL,Iceland,IDP,Iceland Democratic Party,Lýðræðisvaktin,Lydraedisvaktin,eco,Green/Ecologist,2.5,2.5,1.8,,,,,,,,,,56,2208,19
ISL,Iceland,IL,Icelandic Movement -- Living Country,Íslandshreyfingin – lifandi land,Islandshreyfingin -- lifandi land,eco,Green/Ecologist,2.5,2.5,1.8,,,,,,,,,,56,2115,19
ISL,Iceland,KL,Women's Alliance,Kvennalistinn,Kvennalistinn,eco,Green/Ecologist,2.2222,2.5,1.8,,15951,,,,1701,,,,56,147,19
ISL,Iceland,Komm,Communist Party,Kommtinistaflokkur,Kommtinistaflokkur,com,Communist/Socialist,1.3,1.4,3.0,,,,,,,,,,56,2437,14
ISL,Iceland,Lve,Republican Party,Lýðveldisflokkurinn,Lydveldisflokkurinn,con,Conservative,7.4,6.4,7.0,,,,,,,,,,56,2005,26
ISL,Iceland,M,Centre Party,Miðflokkurinn,Midflokkurinn,agr,Agrarian,5.3,4.9,6.5,,,,,,,,,,56,2655,2
ISL,Iceland,MJ,Debating Society of Social Democrats,Málfundafélag jafnaðarmanna,Malfundafelag jafnadarmanna,soc,Social democracy,3.3,3.5,3.5,,,,,,,,,,56,2314,11
ISL,Iceland,Pi,Pirate Party,Pírata,Pirata,eco,Green/Ecologist,2.5,2.5,1.8,,,,,,,,,,56,2205,19
ISL,Iceland,Rebo,Rainbow,Regnboginn,Regnboginn,com,Communist/Socialist,1.3,1.4,3.0,,,,,,,,,,56,2210,14
ISL,Iceland,SA-S,United Socialist Party,Sameiningarflokkur alþýðu – Sósíalistaflokkurinn,Sameiningarflokkur althyou -- Sosialistaflokkurinn,com,Communist/Socialist,1.3,1.4,3.0,,15220,,,,,,,,56,1319,14
ISL,Iceland,Sam,Social Democratic Alliance,Samfylkingin,Samfylkingin,soc,Social democracy,4.0789,4.2982,1.0088,,15328,,,,,,6259,,56,1006,11
ISL,Iceland,Sfvm,Union of Liberals and Leftist,Samtök frjálslyndra og vinstri manna,Samtok frjalslyndra og vinstri manna,com,Communist/Socialist,1.3,1.4,3.0,,15322,,,,,,,,56,53,14
ISL,Iceland,Sj,Independence Party,Sjálfstæðisflokkurinn,Sjalfstaedisflokkurinn,con,Conservative,7.4854,7.6316,4.0351,,15620,,,,1705,,6217,,56,1342,26
ISL,Iceland,Sj-07,Independence Party -- 1907,Sjálfstæðisflokkurinn – 1907,Sjalfstaedisflokkurinn -- 1907,con,Conservative,7.4,6.4,7.0,,,,,,,,,,56,2561,26
ISL,Iceland,Sjf,Association for Equality and Justice,Samtök um jatnrétti og félagshyggju,Samtok um jatnretti og felagshyggju,agr,Agrarian,5.3,4.9,6.5,,,,,,,,,,56,817,2
ISL,Iceland,Th-Ff,People's Movement,Þjóðvaki – Fylking fólksins,Thjodvaki -- Fylking folksins,soc,Social democracy,3.3,3.5,3.5,,15323,,,,,,,,56,205,11
ISL,Iceland,Thod,National Party,Þjóðarflokkurinn,Thjodarflokkurinn,agr,Agrarian,5.3,4.9,6.5,,,,,,,,,,56,2116,2
ISL,Iceland,Thva,National Preservation Party,Þjóðvarnarflokkurinn,Thjodvarnarflokkurinn,lib,Liberal,6.0,6.7,3.6,,15710,,,,,,,,56,1172,6
ISL,Iceland,Thve,Common Wealth Party,Þjóðveldisflokkurinn,Tjodveldisflokkurin,con,Conservative,7.4,6.4,7.0,,,,,,,,,,56,2004,26
ISL,Iceland,V,Revival,Viðreisn,Vioreisn,con,Conservative,7.4,6.4,7.0,,,,,,,,,,56,2633,26
ISL,Iceland,no-seat,no seat,no seat,no seat,none,no family,,,,,,,,,,,,,56,2112,12
ISL,Iceland,none,no party affiliation,no party affiliation,no party affiliation,none,no family,,,,,,,,,,,,,56,134,12
ISR,Israel,AE,One Nation,Am Ehad,Am Ehad,soc,Social democracy,2.9825,1.7053,4.349,,72312,,,,,,6407,,34,615,11
ISR,Israel,AY,Union of Israel,Agudat Yisrael,Agudat Yisrael,spec,Special issue,,,,,72531,,,,,,,,34,265,16
ISR,Israel,AhAv,Labour Unity,Ahdut HaAvoda,Ahdut HaAvoda,soc,Social democracy,3.3,3.5,3.5,,72325,,,,,,,,34,1343,11
ISR,Israel,AlYa,Green Leaf,Ale Yarok,Ale Yarok,eco,Green/Ecologist,2.5,2.5,1.8,,,,,,,,,,34,2323,19
ISR,Israel,AmSh,Whole Nation,Am Shalem,Am Shalem,spec,Special issue,,,,,,,,,,,,,34,2324,16
ISR,Israel,Atid,Future,Atid,Atid,right,Right-wing,8.8,5.9,8.5,,,,,,,,,,34,2356,40
ISR,Israel,Balad,National Democratic Assembly,Brit Le'umit Demokratit,Brit Le'umit Demokratit,spec,Special issue,0.7407,2.4163,5.2322,,,,,,,,6423,,34,805,16
ISR,Israel,DS,The Third Way,HaDerekh HaShlishit,HaDerekh HaShlishit,lib,Liberal,6.0,6.7,3.6,,72427,,,,,,,,34,279,6
ISR,Israel,DeTo,Banner of the Torah,Degel HaTorah,Degel HaTorah,con,Conservative,7.4,6.4,7.0,,72614,,,,,,,,34,249,26
ISR,Israel,FS,Flatto-Sharon,Flatto-Sharon,Flatto-Sharon,right,Right-wing,8.8,5.9,8.5,,,,,,,,,,34,1845,40
ISR,Israel,G,Bridge,Gesher,Gesher,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,34,2787,6
ISR,Israel,G-96,Bridge -- 1996,Gesher – 1996,Gesher -- 1996,con,Conservative,7.4,6.4,7.0,,,,,,,,,,34,1862,26
ISR,Israel,Gil,Pensioners of Israel,Gimla'ey Israel,Gimla'ey Israel,spec,Special issue,,,,,,,,,,,,,34,1873,16
ISR,Israel,HDM,United Religious Front,Hazit Datit Meuhedet,Hazit Datit Meuhedet,spec,Special issue,,,,,,,,,,,,,34,1821,16
ISR,Israel,HDT,Religious Torah Front,Hazit Datit Toratit,Hazit Datit Toratit,spec,Special issue,,,,,,,,,,,,,34,1837,16
