id,table_id,column_number,name,type,comment_entry,incomplete,description,comment
430,67,3,type_id,integer,0,1,experimental coding type of cabinet support,
431,67,4,party_id,integer,0,0,ParlGov unique party identifier. Variable name 'id' in 'party' table and 'party_id' in all other tables.,
433,67,6,data_source,text,0,0,"short list of data sources used to code this variable -- references, except urls, are entries in table 'info_data_source'",
434,67,8,comment,text,0,0,additional information about the coding of this observation,
436,67,7,description,text,0,0,Information about this observation.,This field should also include a short textual account of all information that is coded in the 'data_json' field.
437,68,1,id,integer,0,0,unique numeric identifier for each observation in data table,
438,68,2,cabinet_id,integer,0,0,ParlGov unique identifier for each cabinet. Variable name 'id' in 'cabinet' table and 'cabinet_id' in all other tables.,
439,68,4,lower_house,,0,0,,
440,68,5,type_id,,0,0,,
441,68,6,passed,,0,0,,
442,68,8,no,,0,0,,
443,68,10,invalid,,0,0,,
444,68,9,abstain,,0,0,,
445,68,13,data_source,text,0,0,"short list of data sources used to code this variable -- references, except urls, are entries in table 'info_data_source'",
446,68,7,yes,,0,0,,
447,68,16,comment,text,0,0,additional information about the coding of this observation,
448,68,15,description,text,0,0,Information about this observation.,This field should also include a short textual account of all information that is coded in the 'data_json' field.
449,68,12,total,,0,0,,
450,68,3,date,,0,0,,
451,68,11,absent,,0,0,,
453,61,,comment,text,0,0,additional information about the coding of this observation,
455,19,9,ees,text,0,0,European Election Study (2009) country ID,
459,68,14,description_cabinet,binary,0,0,description of confidence vote in description field of cabinet (eg. investiture vote),
460,35,7,wikipedia,url,0,0,link to wikipedia entry or other url if no wikipedia entry exists,
462,8,12,description,text,0,0,Information about this observation.,This field should also include a short textual account of all information that is coded in the 'data_json' field.
463,50,19,validation,binary,0,0,observation has been validated with an external source,
466,69,1,election_id,integer,0,0,ParlGov unique identifier for national and EP elections. Variable name 'id' in 'election' table and 'election_id' in all other tables.,
467,69,2,date,date,0,0,date of party composition of parliament,
468,69,3,party_id,integer,0,0,ParlGov unique party identifier. Variable name 'id' in 'party' table and 'party_id' in all other tables.,
469,69,4,seats,,0,0,number of seats in parliament,
470,69,5,cabinet_id,integer,0,0,ParlGov unique identifier for each cabinet. Variable name 'id' in 'cabinet' table and 'cabinet_id' in all other tables.,
471,69,7,calculation_date,date,0,0,date and time calculation was performed with ParlGov R script ,
472,69,6,cabinet_formation,binary,0,0,parliament composition at the date of a cabinet formation,
473,70,1,id,integer,0,0,unique numeric identifier for each observation in data table,
474,70,2,election_id,integer,0,0,ParlGov unique identifier for national and EP elections. Variable name 'id' in 'election' table and 'election_id' in all other tables.,
475,70,3,date,date,0,0,date of party composition parliament,
477,70,7,data_source,text,0,0,"short list of data sources used to code this variable -- references, except urls, are entries in table 'info_data_source'",
478,70,6,seats,integer,0,0,number of seats in parliament,
480,70,9,comment,text,0,0,additional information about the coding of this observation,
481,5,8,description,text,0,0,Information about this observation.,This field should also include a short textual account of all information that is coded in the 'data_json' field.
482,19,10,morgan,text,0,0,Morgan (1976) expert survey country ID,
483,29,19,morgan,integer,0,0,Morgan (1976) expert survey party ID -- row number of first party entry in original data set ,
484,70,4,party_id,integer,0,0,ParlGov unique party identifier. Variable name 'id' in 'party' table and 'party_id' in all other tables.,
485,54,2,country_name,text,0,0,name of country,
486,53,2,country_name,text,0,0,name of country,
487,52,2,country_name,text,0,0,name of country,
488,71,1,id_type,integer,0,0,"identifier for observation id variable (cabinet, national or EP election)",
490,71,2,year,integer,0,0,,
491,71,3,id,integer,0,0,"ParlGov unique identifier for cabinet, national or EP election observation in data table",
492,71,4,share,real,0,0,share of year observation covers,
493,72,3,id,integer,0,0,unique numeric identifier for each observation in data table,
494,72,5,table_id,,0,0,,
495,72,4,name,text,0,0,,
496,72,6,type,,0,0,,
497,72,2,description,text,0,0,Information about this observation.,This field should also include a short textual account of all information that is coded in the 'data_json' field.
498,72,1,comment,text,0,0,additional information about the coding of this observation,
499,20,4,commission_name,text,0,0,name of Commission,
500,20,22,previous_cabinet_id,integer,0,0,ParlGov unique cabinet identifier -- cabinet in office at the time of appointment,
501,30,4,party_change,binary,0,0,formation of new party,"new party formed that does not meet ParlGov new party coding rule (e.g. successor party)
"
503,30,11,description,text,0,0,Information about this observation.,This field should also include a short textual account of all information that is coded in the 'data_json' field.
505,21,7,description,text,0,0,Information about this observation.,This field should also include a short textual account of all information that is coded in the 'data_json' field.
507,27,2,turnout,real,0,0,voter turnout – share of 'votes cast' relative to 'electorate',
508,73,1,id,integer,0,0,unique numeric identifier for each observation in data table,
509,73,2,country_id,integer,0,0,ParlGov unique identifier for each country. Variable name 'id' in 'country' table and 'country_id' in all other tables.,
510,73,3,start_date,date,0,0,,
511,73,4,end_date,date,0,0,,
512,73,5,person_id,integer,0,0,,
513,73,6,person_id_source,text,0,0,,
514,73,7,party_id,integer,0,0,ParlGov unique party identifier. Last party affiliation before becoming president used since several constitutions require non-partisan presidents in office.,
516,73,9,data_source,text,0,0,"short list of data sources used to code this variable -- references, except urls, are entries in table 'info_data_source'",
517,73,10,description,text,0,0,Information about this observation.,This field should also include a short textual account of all information that is coded in the 'data_json' field.
518,73,11,comment,text,0,0,additional information about the coding of this observation,
520,74,1,table_name,text,0,0, name of table in ParlGov database,
521,74,3,name,text,0,0,name of variable in ParlGov database,
522,74,2,type,text,0,0,"type of data (text, integer, real, binary, date)",
523,74,4,description,text,0,0,Information about this observation.,This field should also include a short textual account of all information that is coded in the 'data_json' field.
524,74,5,comment,text,0,0,additional information about the coding of this observation,
525,27,8,polarization_seats,real,0,0,"polarization index (Dalton 2008, 906) – seats share based with 'view_calc_party_position' left/right values ",
526,40,8,description,text,0,0,Information about this observation.,This field should also include a short textual account of all information that is coded in the 'data_json' field.
527,70,8,description,text,0,0,Information about this observation.,This field should also include a short textual account of all information that is coded in the 'data_json' field.
