country_name_short,country_name,election_date,start_date,cabinet_name,caretaker,cabinet_party,prime_minister,seats,election_seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,cabinet_id,previous_cabinet_id,party_id
DNK,Denmark,1981-12-08,1982-09-10,Schluter I,0,1,0,15,179,CD,Centrumdemokraterne,Centre Democrats,5.5609,21,179,819,275,1324
DNK,Denmark,1981-12-08,1982-09-10,Schluter I,0,0,0,16,179,FrP,Fremskridtspartiet,Progress Party,9.0259,21,179,819,275,978
DNK,Denmark,1981-12-08,1982-09-10,Schluter I,0,0,0,4,179,GrFa,Grønland og Færøerne,Greenland and Faroe Islands,,21,179,819,275,1634
DNK,Denmark,1981-12-08,1982-09-10,Schluter I,0,1,1,26,179,KF,Konservative,Conservatives,7.2186,21,179,819,275,590
DNK,Denmark,1981-12-08,1982-09-10,Schluter I,0,1,0,4,179,KrF,Kristeligt Folkeparti,Christian People's Party,5.6982,21,179,819,275,1331
DNK,Denmark,1981-12-08,1982-09-10,Schluter I,0,0,0,9,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,179,819,275,211
DNK,Denmark,1981-12-08,1982-09-10,Schluter I,0,0,0,21,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,179,819,275,1644
DNK,Denmark,1981-12-08,1982-09-10,Schluter I,0,0,0,59,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,179,819,275,1629
DNK,Denmark,1981-12-08,1982-09-10,Schluter I,0,1,0,20,179,V,Venstre,Liberal Party,7.292,21,179,819,275,1605
DNK,Denmark,1981-12-08,1982-09-10,Schluter I,0,0,0,5,179,VS,Venstresocialisterne,Left Socialists,0.8,21,179,819,275,189
DNK,Denmark,1984-01-10,1984-01-10,Schluter II,0,0,0,1,179,At,Atassut,Solidarity (Greenland),6.0,21,597,195,819,2575
DNK,Denmark,1984-01-10,1984-01-10,Schluter II,0,1,0,8,179,CD,Centrumdemokraterne,Centre Democrats,5.5609,21,597,195,819,1324
DNK,Denmark,1984-01-10,1984-01-10,Schluter II,0,0,0,1,179,FF,Hin føroyski fólkaflokkurin – radikalt sjálvstýri,People's Party (Faroe Islands),7.4,21,597,195,819,2574
DNK,Denmark,1984-01-10,1984-01-10,Schluter II,0,0,0,6,179,FrP,Fremskridtspartiet,Progress Party,9.0259,21,597,195,819,978
DNK,Denmark,1984-01-10,1984-01-10,Schluter II,0,1,1,42,179,KF,Konservative,Conservatives,7.2186,21,597,195,819,590
DNK,Denmark,1984-01-10,1984-01-10,Schluter II,0,1,0,5,179,KrF,Kristeligt Folkeparti,Christian People's Party,5.6982,21,597,195,819,1331
DNK,Denmark,1984-01-10,1984-01-10,Schluter II,0,0,0,10,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,597,195,819,211
DNK,Denmark,1984-01-10,1984-01-10,Schluter II,0,0,0,21,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,597,195,819,1644
DNK,Denmark,1984-01-10,1984-01-10,Schluter II,0,0,0,1,179,Sbf,Sambandsflokkurin,Union Party (Faroe Islands),7.4,21,597,195,819,1892
DNK,Denmark,1984-01-10,1984-01-10,Schluter II,0,0,0,56,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,597,195,819,1629
DNK,Denmark,1984-01-10,1984-01-10,Schluter II,0,0,0,1,179,Si,Siumut,Forward (Greenland),3.3,21,597,195,819,74
DNK,Denmark,1984-01-10,1984-01-10,Schluter II,0,1,0,22,179,V,Venstre,Liberal Party,7.292,21,597,195,819,1605
DNK,Denmark,1984-01-10,1984-01-10,Schluter II,0,0,0,5,179,VS,Venstresocialisterne,Left Socialists,0.8,21,597,195,819,189
DNK,Denmark,1987-09-08,1987-09-10,Schluter III,0,0,0,1,179,At,Atassut,Solidarity (Greenland),6.0,21,226,837,195,2575
DNK,Denmark,1987-09-08,1987-09-10,Schluter III,0,1,0,9,179,CD,Centrumdemokraterne,Centre Democrats,5.5609,21,226,837,195,1324
DNK,Denmark,1987-09-08,1987-09-10,Schluter III,0,0,0,1,179,FF,Hin føroyski fólkaflokkurin – radikalt sjálvstýri,People's Party (Faroe Islands),7.4,21,226,837,195,2574
DNK,Denmark,1987-09-08,1987-09-10,Schluter III,0,0,0,4,179,FK,Fælles Kurs,Common Course,1.3,21,226,837,195,367
DNK,Denmark,1987-09-08,1987-09-10,Schluter III,0,0,0,9,179,FrP,Fremskridtspartiet,Progress Party,9.0259,21,226,837,195,978
DNK,Denmark,1987-09-08,1987-09-10,Schluter III,0,0,0,1,179,Jf,Javnaðarflokkurin,Social Democratic Party (Faroe Islands),3.3,21,226,837,195,1894
DNK,Denmark,1987-09-08,1987-09-10,Schluter III,0,1,1,38,179,KF,Konservative,Conservatives,7.2186,21,226,837,195,590
DNK,Denmark,1987-09-08,1987-09-10,Schluter III,0,1,0,4,179,KrF,Kristeligt Folkeparti,Christian People's Party,5.6982,21,226,837,195,1331
DNK,Denmark,1987-09-08,1987-09-10,Schluter III,0,0,0,11,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,226,837,195,211
DNK,Denmark,1987-09-08,1987-09-10,Schluter III,0,0,0,27,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,226,837,195,1644
DNK,Denmark,1987-09-08,1987-09-10,Schluter III,0,0,0,54,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,226,837,195,1629
DNK,Denmark,1987-09-08,1987-09-10,Schluter III,0,0,0,1,179,Si,Siumut,Forward (Greenland),3.3,21,226,837,195,74
DNK,Denmark,1987-09-08,1987-09-10,Schluter III,0,1,0,19,179,V,Venstre,Liberal Party,7.292,21,226,837,195,1605
DNK,Denmark,1988-05-10,1988-06-03,Schluter IV,0,0,0,1,179,At,Atassut,Solidarity (Greenland),6.0,21,387,57,837,2575
DNK,Denmark,1988-05-10,1988-06-03,Schluter IV,0,0,0,9,179,CD,Centrumdemokraterne,Centre Democrats,5.5609,21,387,57,837,1324
DNK,Denmark,1988-05-10,1988-06-03,Schluter IV,0,0,0,1,179,FF,Hin føroyski fólkaflokkurin – radikalt sjálvstýri,People's Party (Faroe Islands),7.4,21,387,57,837,2574
DNK,Denmark,1988-05-10,1988-06-03,Schluter IV,0,0,0,16,179,FrP,Fremskridtspartiet,Progress Party,9.0259,21,387,57,837,978
DNK,Denmark,1988-05-10,1988-06-03,Schluter IV,0,1,1,35,179,KF,Konservative,Conservatives,7.2186,21,387,57,837,590
DNK,Denmark,1988-05-10,1988-06-03,Schluter IV,0,0,0,4,179,KrF,Kristeligt Folkeparti,Christian People's Party,5.6982,21,387,57,837,1331
DNK,Denmark,1988-05-10,1988-06-03,Schluter IV,0,1,0,10,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,387,57,837,211
DNK,Denmark,1988-05-10,1988-06-03,Schluter IV,0,0,0,24,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,387,57,837,1644
DNK,Denmark,1988-05-10,1988-06-03,Schluter IV,0,0,0,1,179,Sbf,Sambandsflokkurin,Union Party (Faroe Islands),7.4,21,387,57,837,1892
DNK,Denmark,1988-05-10,1988-06-03,Schluter IV,0,0,0,55,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,387,57,837,1629
DNK,Denmark,1988-05-10,1988-06-03,Schluter IV,0,0,0,1,179,Si,Siumut,Forward (Greenland),3.3,21,387,57,837,74
DNK,Denmark,1988-05-10,1988-06-03,Schluter IV,0,1,0,22,179,V,Venstre,Liberal Party,7.292,21,387,57,837,1605
DNK,Denmark,1990-12-12,1990-12-18,Schluter V,0,0,0,1,179,At,Atassut,Solidarity (Greenland),6.0,21,157,11,57,2575
DNK,Denmark,1990-12-12,1990-12-18,Schluter V,0,0,0,9,179,CD,Centrumdemokraterne,Centre Democrats,5.5609,21,157,11,57,1324
DNK,Denmark,1990-12-12,1990-12-18,Schluter V,0,0,0,1,179,FF,Hin føroyski fólkaflokkurin – radikalt sjálvstýri,People's Party (Faroe Islands),7.4,21,157,11,57,2574
DNK,Denmark,1990-12-12,1990-12-18,Schluter V,0,0,0,12,179,FrP,Fremskridtspartiet,Progress Party,9.0259,21,157,11,57,978
DNK,Denmark,1990-12-12,1990-12-18,Schluter V,0,0,0,1,179,Jf,Javnaðarflokkurin,Social Democratic Party (Faroe Islands),3.3,21,157,11,57,1894
DNK,Denmark,1990-12-12,1990-12-18,Schluter V,0,1,1,30,179,KF,Konservative,Conservatives,7.2186,21,157,11,57,590
DNK,Denmark,1990-12-12,1990-12-18,Schluter V,0,0,0,4,179,KrF,Kristeligt Folkeparti,Christian People's Party,5.6982,21,157,11,57,1331
DNK,Denmark,1990-12-12,1990-12-18,Schluter V,0,0,0,7,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,157,11,57,211
DNK,Denmark,1990-12-12,1990-12-18,Schluter V,0,0,0,15,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,157,11,57,1644
DNK,Denmark,1990-12-12,1990-12-18,Schluter V,0,0,0,69,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,157,11,57,1629
DNK,Denmark,1990-12-12,1990-12-18,Schluter V,0,0,0,1,179,Si,Siumut,Forward (Greenland),3.3,21,157,11,57,74
DNK,Denmark,1990-12-12,1990-12-18,Schluter V,0,1,0,29,179,V,Venstre,Liberal Party,7.292,21,157,11,57,1605
DNK,Denmark,1990-12-12,1993-01-25,Rasmussen N I,0,0,0,1,179,At,Atassut,Solidarity (Greenland),6.0,21,157,740,11,2575
DNK,Denmark,1990-12-12,1993-01-25,Rasmussen N I,0,1,0,9,179,CD,Centrumdemokraterne,Centre Democrats,5.5609,21,157,740,11,1324
DNK,Denmark,1990-12-12,1993-01-25,Rasmussen N I,0,0,0,1,179,FF,Hin føroyski fólkaflokkurin – radikalt sjálvstýri,People's Party (Faroe Islands),7.4,21,157,740,11,2574
DNK,Denmark,1990-12-12,1993-01-25,Rasmussen N I,0,0,0,12,179,FrP,Fremskridtspartiet,Progress Party,9.0259,21,157,740,11,978
DNK,Denmark,1990-12-12,1993-01-25,Rasmussen N I,0,0,0,1,179,Jf,Javnaðarflokkurin,Social Democratic Party (Faroe Islands),3.3,21,157,740,11,1894
DNK,Denmark,1990-12-12,1993-01-25,Rasmussen N I,0,0,0,30,179,KF,Konservative,Conservatives,7.2186,21,157,740,11,590
DNK,Denmark,1990-12-12,1993-01-25,Rasmussen N I,0,1,0,4,179,KrF,Kristeligt Folkeparti,Christian People's Party,5.6982,21,157,740,11,1331
DNK,Denmark,1990-12-12,1993-01-25,Rasmussen N I,0,1,0,7,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,157,740,11,211
DNK,Denmark,1990-12-12,1993-01-25,Rasmussen N I,0,0,0,15,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,157,740,11,1644
DNK,Denmark,1990-12-12,1993-01-25,Rasmussen N I,0,1,1,69,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,157,740,11,1629
DNK,Denmark,1990-12-12,1993-01-25,Rasmussen N I,0,0,0,1,179,Si,Siumut,Forward (Greenland),3.3,21,157,740,11,74
DNK,Denmark,1990-12-12,1993-01-25,Rasmussen N I,0,0,0,29,179,V,Venstre,Liberal Party,7.292,21,157,740,11,1605
DNK,Denmark,1994-09-21,1994-09-27,Rasmussen N II,0,0,0,1,179,At,Atassut,Solidarity (Greenland),6.0,21,89,189,740,2575
DNK,Denmark,1994-09-21,1994-09-27,Rasmussen N II,0,1,0,5,179,CD,Centrumdemokraterne,Centre Democrats,5.5609,21,89,189,740,1324
DNK,Denmark,1994-09-21,1994-09-27,Rasmussen N II,0,0,0,6,179,En-O,Enhedslisten – De Rød-Grønne,Red-Green Alliance,0.8912,21,89,189,740,306
DNK,Denmark,1994-09-21,1994-09-27,Rasmussen N II,0,0,0,1,179,FF,Hin føroyski fólkaflokkurin – radikalt sjálvstýri,People's Party (Faroe Islands),7.4,21,89,189,740,2574
DNK,Denmark,1994-09-21,1994-09-27,Rasmussen N II,0,0,0,11,179,FrP,Fremskridtspartiet,Progress Party,9.0259,21,89,189,740,978
DNK,Denmark,1994-09-21,1994-09-27,Rasmussen N II,0,0,0,27,179,KF,Konservative,Conservatives,7.2186,21,89,189,740,590
DNK,Denmark,1994-09-21,1994-09-27,Rasmussen N II,0,1,0,8,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,89,189,740,211
DNK,Denmark,1994-09-21,1994-09-27,Rasmussen N II,0,0,0,13,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,89,189,740,1644
DNK,Denmark,1994-09-21,1994-09-27,Rasmussen N II,0,0,0,1,179,Sbf,Sambandsflokkurin,Union Party (Faroe Islands),7.4,21,89,189,740,1892
DNK,Denmark,1994-09-21,1994-09-27,Rasmussen N II,0,1,1,62,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,89,189,740,1629
DNK,Denmark,1994-09-21,1994-09-27,Rasmussen N II,0,0,0,42,179,V,Venstre,Liberal Party,7.292,21,89,189,740,1605
DNK,Denmark,1994-09-21,1994-09-27,Rasmussen N II,0,0,0,1,179,etc,others,others,,21,89,189,740,2576
DNK,Denmark,1994-09-21,1994-09-27,Rasmussen N II,0,0,0,1,179,none,ingen,no party affiliation,,21,89,189,740,1128
DNK,Denmark,1994-09-21,1996-12-30,Rasmussen N III,0,0,0,1,179,At,Atassut,Solidarity (Greenland),6.0,21,89,255,189,2575
DNK,Denmark,1994-09-21,1996-12-30,Rasmussen N III,0,0,0,5,179,CD,Centrumdemokraterne,Centre Democrats,5.5609,21,89,255,189,1324
DNK,Denmark,1994-09-21,1996-12-30,Rasmussen N III,0,0,0,4,179,DF,Dansk Folkeparti,Danish Peoples Party,8.2269,21,89,255,189,1418
DNK,Denmark,1994-09-21,1996-12-30,Rasmussen N III,0,0,0,6,179,En-O,Enhedslisten – De Rød-Grønne,Red-Green Alliance,0.8912,21,89,255,189,306
DNK,Denmark,1994-09-21,1996-12-30,Rasmussen N III,0,0,0,1,179,FF,Hin føroyski fólkaflokkurin – radikalt sjálvstýri,People's Party (Faroe Islands),7.4,21,89,255,189,2574
DNK,Denmark,1994-09-21,1996-12-30,Rasmussen N III,0,0,0,7,179,FrP,Fremskridtspartiet,Progress Party,9.0259,21,89,255,189,978
DNK,Denmark,1994-09-21,1996-12-30,Rasmussen N III,0,0,0,27,179,KF,Konservative,Conservatives,7.2186,21,89,255,189,590
DNK,Denmark,1994-09-21,1996-12-30,Rasmussen N III,0,1,0,8,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,89,255,189,211
DNK,Denmark,1994-09-21,1996-12-30,Rasmussen N III,0,0,0,13,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,89,255,189,1644
DNK,Denmark,1994-09-21,1996-12-30,Rasmussen N III,0,0,0,1,179,Sbf,Sambandsflokkurin,Union Party (Faroe Islands),7.4,21,89,255,189,1892
DNK,Denmark,1994-09-21,1996-12-30,Rasmussen N III,0,1,1,62,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,89,255,189,1629
DNK,Denmark,1994-09-21,1996-12-30,Rasmussen N III,0,0,0,42,179,V,Venstre,Liberal Party,7.292,21,89,255,189,1605
DNK,Denmark,1994-09-21,1996-12-30,Rasmussen N III,0,0,0,1,179,etc,others,others,,21,89,255,189,2576
DNK,Denmark,1994-09-21,1996-12-30,Rasmussen N III,0,0,0,1,179,none,ingen,no party affiliation,,21,89,255,189,1128
DNK,Denmark,1998-03-11,1998-03-11,Rasmussen N IV,0,0,0,1,179,At,Atassut,Solidarity (Greenland),6.0,21,389,630,255,2575
DNK,Denmark,1998-03-11,1998-03-11,Rasmussen N IV,0,0,0,8,179,CD,Centrumdemokraterne,Centre Democrats,5.5609,21,389,630,255,1324
DNK,Denmark,1998-03-11,1998-03-11,Rasmussen N IV,0,0,0,13,179,DF,Dansk Folkeparti,Danish Peoples Party,8.2269,21,389,630,255,1418
DNK,Denmark,1998-03-11,1998-03-11,Rasmussen N IV,0,0,0,5,179,En-O,Enhedslisten – De Rød-Grønne,Red-Green Alliance,0.8912,21,389,630,255,306
DNK,Denmark,1998-03-11,1998-03-11,Rasmussen N IV,0,0,0,1,179,FF,Hin føroyski fólkaflokkurin – radikalt sjálvstýri,People's Party (Faroe Islands),7.4,21,389,630,255,2574
DNK,Denmark,1998-03-11,1998-03-11,Rasmussen N IV,0,0,0,4,179,FrP,Fremskridtspartiet,Progress Party,9.0259,21,389,630,255,978
DNK,Denmark,1998-03-11,1998-03-11,Rasmussen N IV,0,0,0,1,179,Jf,Javnaðarflokkurin,Social Democratic Party (Faroe Islands),3.3,21,389,630,255,1894
DNK,Denmark,1998-03-11,1998-03-11,Rasmussen N IV,0,0,0,16,179,KF,Konservative,Conservatives,7.2186,21,389,630,255,590
DNK,Denmark,1998-03-11,1998-03-11,Rasmussen N IV,0,0,0,4,179,KrF,Kristeligt Folkeparti,Christian People's Party,5.6982,21,389,630,255,1331
DNK,Denmark,1998-03-11,1998-03-11,Rasmussen N IV,0,1,0,7,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,389,630,255,211
DNK,Denmark,1998-03-11,1998-03-11,Rasmussen N IV,0,0,0,13,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,389,630,255,1644
DNK,Denmark,1998-03-11,1998-03-11,Rasmussen N IV,0,1,1,63,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,389,630,255,1629
DNK,Denmark,1998-03-11,1998-03-11,Rasmussen N IV,0,0,0,1,179,Si,Siumut,Forward (Greenland),3.3,21,389,630,255,74
DNK,Denmark,1998-03-11,1998-03-11,Rasmussen N IV,0,0,0,42,179,V,Venstre,Liberal Party,7.292,21,389,630,255,1605
DNK,Denmark,2001-11-20,2001-11-27,Rasmussen F I,0,0,0,22,179,DF,Dansk Folkeparti,Danish Peoples Party,8.2269,21,632,482,630,1418
DNK,Denmark,2001-11-20,2001-11-27,Rasmussen F I,0,0,0,4,179,En-O,Enhedslisten – De Rød-Grønne,Red-Green Alliance,0.8912,21,632,482,630,306
DNK,Denmark,2001-11-20,2001-11-27,Rasmussen F I,0,0,0,1,179,IA,Inuit Ataqatigiit,Community of the People,1.3,21,632,482,630,1891
DNK,Denmark,2001-11-20,2001-11-27,Rasmussen F I,0,1,0,16,179,KF,Konservative,Conservatives,7.2186,21,632,482,630,590
DNK,Denmark,2001-11-20,2001-11-27,Rasmussen F I,0,0,0,4,179,KrF,Kristeligt Folkeparti,Christian People's Party,5.6982,21,632,482,630,1331
DNK,Denmark,2001-11-20,2001-11-27,Rasmussen F I,0,0,0,9,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,632,482,630,211
DNK,Denmark,2001-11-20,2001-11-27,Rasmussen F I,0,0,0,12,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,632,482,630,1644
DNK,Denmark,2001-11-20,2001-11-27,Rasmussen F I,0,0,0,1,179,Sbf,Sambandsflokkurin,Union Party (Faroe Islands),7.4,21,632,482,630,1892
DNK,Denmark,2001-11-20,2001-11-27,Rasmussen F I,0,0,0,52,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,632,482,630,1629
DNK,Denmark,2001-11-20,2001-11-27,Rasmussen F I,0,0,0,1,179,Si,Siumut,Forward (Greenland),3.3,21,632,482,630,74
DNK,Denmark,2001-11-20,2001-11-27,Rasmussen F I,0,0,0,1,179,T,Tjóðveldi,Republic (Faroe Islands),1.3,21,632,482,630,2568
DNK,Denmark,2001-11-20,2001-11-27,Rasmussen F I,0,1,1,56,179,V,Venstre,Liberal Party,7.292,21,632,482,630,1605
DNK,Denmark,2005-02-08,2005-02-18,Rasmussen F II,0,0,0,24,179,DF,Dansk Folkeparti,Danish Peoples Party,8.2269,21,563,316,482,1418
DNK,Denmark,2005-02-08,2005-02-18,Rasmussen F II,0,0,0,6,179,En-O,Enhedslisten – De Rød-Grønne,Red-Green Alliance,0.8912,21,563,316,482,306
DNK,Denmark,2005-02-08,2005-02-18,Rasmussen F II,0,0,0,1,179,FF,Hin føroyski fólkaflokkurin – radikalt sjálvstýri,People's Party (Faroe Islands),7.4,21,563,316,482,2574
DNK,Denmark,2005-02-08,2005-02-18,Rasmussen F II,0,0,0,1,179,IA,Inuit Ataqatigiit,Community of the People,1.3,21,563,316,482,1891
DNK,Denmark,2005-02-08,2005-02-18,Rasmussen F II,0,1,0,18,179,KF,Konservative,Conservatives,7.2186,21,563,316,482,590
DNK,Denmark,2005-02-08,2005-02-18,Rasmussen F II,0,0,0,17,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,563,316,482,211
DNK,Denmark,2005-02-08,2005-02-18,Rasmussen F II,0,0,0,11,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,563,316,482,1644
DNK,Denmark,2005-02-08,2005-02-18,Rasmussen F II,0,0,0,47,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,563,316,482,1629
DNK,Denmark,2005-02-08,2005-02-18,Rasmussen F II,0,0,0,1,179,Si,Siumut,Forward (Greenland),3.3,21,563,316,482,74
DNK,Denmark,2005-02-08,2005-02-18,Rasmussen F II,0,0,0,1,179,T,Tjóðveldi,Republic (Faroe Islands),1.3,21,563,316,482,2568
DNK,Denmark,2005-02-08,2005-02-18,Rasmussen F II,0,1,1,52,179,V,Venstre,Liberal Party,7.292,21,563,316,482,1605
DNK,Denmark,2007-11-13,2007-11-23,Rasmussen F III,0,0,0,25,179,DF,Dansk Folkeparti,Danish Peoples Party,8.2269,21,174,788,316,1418
DNK,Denmark,2007-11-13,2007-11-23,Rasmussen F III,0,0,0,4,179,En-O,Enhedslisten – De Rød-Grønne,Red-Green Alliance,0.8912,21,174,788,316,306
DNK,Denmark,2007-11-13,2007-11-23,Rasmussen F III,0,0,0,1,179,IA,Inuit Ataqatigiit,Community of the People,1.3,21,174,788,316,1891
DNK,Denmark,2007-11-13,2007-11-23,Rasmussen F III,0,1,0,18,179,KF,Konservative,Conservatives,7.2186,21,174,788,316,590
DNK,Denmark,2007-11-13,2007-11-23,Rasmussen F III,0,0,0,5,179,NLA,Ny-Liberal Alliance,New-Liberal Alliance,6.0,21,174,788,316,376
DNK,Denmark,2007-11-13,2007-11-23,Rasmussen F III,0,0,0,9,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,174,788,316,211
DNK,Denmark,2007-11-13,2007-11-23,Rasmussen F III,0,0,0,23,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,174,788,316,1644
DNK,Denmark,2007-11-13,2007-11-23,Rasmussen F III,0,0,0,1,179,Sbf,Sambandsflokkurin,Union Party (Faroe Islands),7.4,21,174,788,316,1892
DNK,Denmark,2007-11-13,2007-11-23,Rasmussen F III,0,0,0,45,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,174,788,316,1629
DNK,Denmark,2007-11-13,2007-11-23,Rasmussen F III,0,0,0,1,179,Si,Siumut,Forward (Greenland),3.3,21,174,788,316,74
DNK,Denmark,2007-11-13,2007-11-23,Rasmussen F III,0,0,0,1,179,T,Tjóðveldi,Republic (Faroe Islands),1.3,21,174,788,316,2568
DNK,Denmark,2007-11-13,2007-11-23,Rasmussen F III,0,1,1,46,179,V,Venstre,Liberal Party,7.292,21,174,788,316,1605
DNK,Denmark,2007-11-13,2009-04-05,Rasmussen L I,0,0,0,25,179,DF,Dansk Folkeparti,Danish Peoples Party,8.2269,21,174,71,788,1418
DNK,Denmark,2007-11-13,2009-04-05,Rasmussen L I,0,0,0,4,179,En-O,Enhedslisten – De Rød-Grønne,Red-Green Alliance,0.8912,21,174,71,788,306
DNK,Denmark,2007-11-13,2009-04-05,Rasmussen L I,0,0,0,1,179,IA,Inuit Ataqatigiit,Community of the People,1.3,21,174,71,788,1891
DNK,Denmark,2007-11-13,2009-04-05,Rasmussen L I,0,1,0,18,179,KF,Konservative,Conservatives,7.2186,21,174,71,788,590
DNK,Denmark,2007-11-13,2009-04-05,Rasmussen L I,0,0,0,4,179,NLA,Ny-Liberal Alliance,New-Liberal Alliance,6.0,21,174,71,788,376
DNK,Denmark,2007-11-13,2009-04-05,Rasmussen L I,0,0,0,9,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,174,71,788,211
DNK,Denmark,2007-11-13,2009-04-05,Rasmussen L I,0,0,0,23,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,174,71,788,1644
DNK,Denmark,2007-11-13,2009-04-05,Rasmussen L I,0,0,0,1,179,Sbf,Sambandsflokkurin,Union Party (Faroe Islands),7.4,21,174,71,788,1892
DNK,Denmark,2007-11-13,2009-04-05,Rasmussen L I,0,0,0,45,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,174,71,788,1629
DNK,Denmark,2007-11-13,2009-04-05,Rasmussen L I,0,0,0,1,179,Si,Siumut,Forward (Greenland),3.3,21,174,71,788,74
DNK,Denmark,2007-11-13,2009-04-05,Rasmussen L I,0,0,0,1,179,T,Tjóðveldi,Republic (Faroe Islands),1.3,21,174,71,788,2568
DNK,Denmark,2007-11-13,2009-04-05,Rasmussen L I,0,1,1,47,179,V,Venstre,Liberal Party,7.292,21,174,71,788,1605
DNK,Denmark,2011-09-15,2011-10-02,Thorning-Schmidt I,0,0,0,22,179,DF,Dansk Folkeparti,Danish Peoples Party,8.2269,21,722,970,71,1418
DNK,Denmark,2011-09-15,2011-10-02,Thorning-Schmidt I,0,0,0,12,179,En-O,Enhedslisten – De Rød-Grønne,Red-Green Alliance,0.8912,21,722,970,71,306
DNK,Denmark,2011-09-15,2011-10-02,Thorning-Schmidt I,0,0,0,1,179,IA,Inuit Ataqatigiit,Community of the People,1.3,21,722,970,71,1891
DNK,Denmark,2011-09-15,2011-10-02,Thorning-Schmidt I,0,0,0,1,179,Jf,Javnaðarflokkurin,Social Democratic Party (Faroe Islands),3.3,21,722,970,71,1894
DNK,Denmark,2011-09-15,2011-10-02,Thorning-Schmidt I,0,0,0,8,179,KF,Konservative,Conservatives,7.2186,21,722,970,71,590
DNK,Denmark,2011-09-15,2011-10-02,Thorning-Schmidt I,0,0,0,9,179,NLA,Ny-Liberal Alliance,New-Liberal Alliance,6.0,21,722,970,71,376
DNK,Denmark,2011-09-15,2011-10-02,Thorning-Schmidt I,0,1,0,17,179,RV,Det Radikale Venstre,Danish Social Liberal Party,4.8736,21,722,970,71,211
DNK,Denmark,2011-09-15,2011-10-02,Thorning-Schmidt I,0,1,0,16,179,SF,Socialistisk Folkeparti,Socialist Peoples Party,2.1347,21,722,970,71,1644
DNK,Denmark,2011-09-15,2011-10-02,Thorning-Schmidt I,0,0,0,1,179,Sbf,Sambandsflokkurin,Union Party (Faroe Islands),7.4,21,722,970,71,1892
DNK,Denmark,2011-09-15,2011-10-02,Thorning-Schmidt I,0,1,1,44,179,Sd,Socialdemokraterne,Social Democrats,3.8011,21,722,970,71,1629
DNK,Denmark,2011-09-15,2011-10-02,Thorning-Schmidt I,0,0,0,1,179,Si,Siumut,Forward (Greenland),3.3,21,722,970,71,74
DNK,Denmark,2011-09-15,2011-10-02,Thorning-Schmidt I,0,0,0,47,179,V,Venstre,Liberal Party,7.292,21,722,970,71,1605
DNK,Denmark,2011-09-15,2014-02-03,Thorning-Schmidt II,0,0,0,22,179,DF,Dansk Folkeparti,Danish Peoples Party,8.2269,21,722,1074,970,1418
DNK,Denmark,2011-09-15,2014-02-03,Thorning-Schmidt II,0,0,0,12,179,En-O,Enhedslisten – De Rød-Grønne,Red-Green Alliance,0.8912,21,722,1074,970,306
